152	155	393	416	7
429	277	458	336	14
439	465	468	536	16
367	374	396	437	25
544	308	569	371	30
429	277	458	336	15
367	374	396	437	26
544	308	569	371	31
438	465	467	536	36
438	465	467	535	13
518	353	544	412	16
364	373	397	436	22
437	277	457	320	37
545	307	569	368	56
390	293	409	343	60
519	353	543	412	6
438	465	467	535	13
364	373	397	436	19
437	277	457	320	32
545	308	568	368	50
390	293	409	343	55
519	353	543	412	6
390	291	411	343	12
438	465	467	535	13
437	277	457	320	32
364	373	397	436	35
545	307	569	368	50
761	69	821	221	14
761	69	821	221	14
