286	215	587	477	1
43	351	158	478	2
63	58	639	473	1
86	69	633	476	1
80	71	635	479	1
267	438	297	510	1
235	447	273	528	11
267	438	297	510	1
235	447	273	528	11
235	447	273	528	12
270	437	296	509	14
268	436	297	510	13
235	447	273	528	14
192	341	224	412	16
268	436	297	510	12
235	447	273	527	13
192	341	224	412	15
268	436	297	510	12
235	447	273	527	13
192	341	224	412	15
268	436	297	510	12
235	447	273	527	13
192	341	224	412	15
691	161	764	340	1
598	30	647	173	6
740	17	794	149	7
127	486	270	716	8
690	165	763	343	1
598	30	648	173	4
739	17	795	149	6
127	486	266	714	7
81	33	639	477	1
691	161	764	340	1
598	30	647	173	6
740	17	794	149	7
127	486	270	715	8
691	161	764	340	1
598	30	647	173	6
740	17	794	149	7
127	486	270	716	8
