284	214	586	474	1
33	349	153	479	2
77	66	639	476	1
81	66	637	477	1
86	70	639	479	1
247	399	278	475	1
216	413	251	492	11
649	280	688	360	14
247	399	278	475	1
216	413	251	492	11
649	280	688	360	14
216	413	251	492	12
249	398	277	474	14
649	280	688	360	15
652	281	690	361	9
248	398	278	475	13
216	413	251	492	14
165	328	206	416	16
652	281	690	361	8
248	398	278	474	12
216	413	251	492	13
165	328	206	416	15
652	281	690	361	8
248	398	278	474	12
216	413	251	492	13
165	328	206	416	15
652	281	690	361	8
248	398	278	474	12
216	413	251	492	13
165	328	206	416	15
658	206	737	397	1
575	49	622	189	6
704	36	758	167	7
205	435	325	650	8
657	206	736	398	1
575	50	623	191	4
704	36	759	168	6
206	433	324	649	7
47	27	611	478	1
658	206	737	397	1
575	49	622	189	6
704	36	758	167	7
205	435	325	650	8
658	206	737	397	1
575	49	622	189	6
704	36	758	167	7
205	435	325	650	8
