25	355	138	477	2
66	60	639	479	1
70	68	632	479	1
161	351	193	428	11
161	351	193	428	11
161	351	193	428	12
100	310	150	420	7
187	341	220	421	13
161	351	193	428	14
108	339	141	416	16
100	310	150	420	6
188	341	219	418	12
161	351	193	428	13
108	339	141	416	15
100	310	150	420	6
188	341	219	418	12
161	351	193	428	13
108	339	141	416	15
100	310	150	420	6
188	341	219	418	12
161	351	193	428	13
108	339	141	416	15
544	326	630	535	1
500	99	552	255	6
626	81	687	230	7
370	333	451	520	8
33	631	139	719	9
544	326	630	535	1
500	99	552	255	6
626	81	687	230	7
370	333	451	520	8
33	631	139	719	9
544	326	631	535	1
500	99	552	255	6
626	81	687	230	7
370	333	451	520	8
33	631	139	719	9
