26	355	139	477	2
64	64	639	478	1
86	69	634	479	1
53	67	617	478	1
163	353	195	429	11
163	353	195	429	11
163	353	195	429	12
192	345	223	422	13
163	353	195	429	14
111	339	145	416	16
192	345	223	422	12
163	353	195	429	13
111	339	145	416	15
192	345	223	422	12
163	353	195	429	13
111	339	145	416	15
192	345	223	422	12
163	353	195	429	13
111	339	145	416	15
551	313	640	528	1
504	96	557	255	6
629	78	690	225	7
358	337	441	527	8
24	648	110	719	9
551	313	640	528	1
504	95	557	256	6
629	78	690	225	7
358	336	441	527	8
24	648	110	719	9
551	313	640	528	1
504	96	557	255	6
629	78	690	225	7
358	336	441	527	8
24	648	110	719	9
