51	67	625	475	1
135	287	167	365	13
105	296	139	368	14
46	328	82	408	16
135	287	167	365	12
105	297	135	366	13
46	329	82	408	15
135	287	167	365	12
105	297	135	366	13
46	329	82	408	15
135	287	167	365	12
105	297	135	366	13
46	329	82	408	15
394	488	496	711	1
412	163	474	344	6
548	143	608	292	7
507	265	578	449	8
202	477	395	711	9
674	0	762	38	10
394	488	496	711	1
412	163	474	344	6
548	143	608	292	7
507	265	578	450	8
202	477	395	712	9
674	0	762	38	10
394	488	496	711	1
412	163	474	344	6
548	143	608	292	7
507	265	578	450	8
202	477	395	711	9
674	0	762	38	10
