65	60	639	475	1
107	258	134	321	1
75	271	103	341	5
107	258	134	321	1
75	271	103	341	5
107	258	135	321	12
76	271	102	340	14
19	307	39	348	7
107	259	134	322	13
70	271	103	343	14
9	314	51	404	16
12	338	39	402	6
107	258	134	322	12
71	271	102	343	13
8	310	54	407	15
12	338	39	402	6
107	258	134	322	12
71	271	102	343	13
8	310	54	407	15
12	338	39	402	6
107	258	134	322	12
71	271	102	343	13
8	310	54	407	15
353	208	419	392	6
487	184	562	350	7
564	227	634	401	8
671	0	766	53	10
338	412	484	649	11
353	208	419	392	6
487	184	562	350	7
564	227	634	401	8
671	0	766	53	10
338	412	484	649	11
353	208	419	392	6
487	184	562	350	7
564	227	634	401	8
671	0	766	53	10
338	412	484	649	11
