13	355	131	478	2
58	67	630	475	1
63	67	634	479	1
173	328	202	394	5
143	333	175	408	11
173	328	202	394	5
143	333	175	408	11
143	333	175	408	12
175	328	201	394	14
88	307	119	381	7
175	328	201	394	13
144	333	177	410	14
87	343	116	405	16
88	307	119	381	6
175	328	201	394	12
144	333	176	408	13
88	307	119	381	6
175	328	201	394	12
144	333	176	408	13
88	307	119	381	6
175	328	201	394	12
144	333	175	408	13
504	362	589	567	1
473	121	525	273	6
608	102	664	245	7
413	314	486	490	8
82	582	236	717	9
504	362	589	567	1
473	121	525	273	6
608	102	664	245	7
413	314	486	490	8
82	582	236	717	9
504	362	589	567	1
473	121	525	273	6
608	102	664	245	7
413	314	486	490	8
82	582	236	717	9
