273	214	571	475	1
28	354	142	476	2
55	71	621	474	1
87	70	635	479	1
85	69	639	479	1
215	358	245	432	1
178	367	215	452	11
687	254	719	325	14
125	344	150	415	15
215	358	245	432	1
178	367	215	452	11
687	254	719	325	14
125	344	150	415	15
117	345	146	415	1
178	367	215	451	12
216	357	245	432	14
687	254	719	325	15
688	254	719	325	9
216	357	246	432	13
178	368	214	451	14
121	344	151	413	16
688	254	719	325	8
216	357	246	432	12
178	368	214	451	13
121	344	151	413	15
688	254	719	325	8
216	357	246	432	12
178	368	214	451	13
121	344	151	413	15
688	254	719	325	8
216	357	246	432	12
178	368	214	451	13
121	344	151	413	15
585	282	664	468	1
526	83	578	237	6
656	65	712	212	7
324	365	406	542	8
585	282	664	468	1
526	83	578	237	6
656	65	712	212	7
324	365	406	542	8
585	282	664	467	1
526	83	578	237	6
656	65	712	212	7
324	365	406	542	8
