20	352	137	478	2
57	71	617	474	1
88	69	639	479	1
82	69	637	479	1
222	365	250	435	1
680	257	718	330	14
222	365	250	435	1
680	257	718	330	14
223	364	249	435	14
680	257	718	330	15
680	257	718	330	9
222	364	250	435	13
185	377	219	456	14
130	341	160	411	16
680	257	718	330	8
222	364	250	435	12
185	377	219	456	13
130	341	160	411	15
680	257	718	330	8
222	364	250	435	12
185	377	219	456	13
130	341	160	411	15
680	257	718	330	8
222	364	250	435	12
185	377	219	456	13
130	341	160	411	15
596	261	681	474	1
534	75	585	227	6
670	61	724	201	7
294	376	382	566	8
596	260	680	470	1
533	74	585	227	4
670	59	725	201	6
296	377	378	561	7
597	261	681	474	1
534	75	585	227	6
670	61	724	201	7
294	376	382	566	8
596	261	681	474	1
534	75	585	227	6
670	61	724	201	7
294	376	382	566	8
