63	70	628	473	1
123	271	149	337	1
37	333	67	414	15
124	271	149	337	1
37	333	67	414	15
35	333	68	414	1
121	274	149	342	12
38	304	60	351	7
123	271	150	338	13
93	290	126	358	14
30	333	68	416	16
124	271	150	338	12
94	290	124	358	13
30	333	68	416	15
124	271	150	338	12
94	290	124	358	13
30	333	68	416	15
124	271	150	338	12
94	290	124	358	13
30	333	68	416	15
344	526	436	719	1
394	175	454	351	6
527	154	583	288	7
520	255	591	425	8
248	450	447	714	9
660	2	758	47	10
344	526	436	719	1
394	175	454	351	6
527	154	583	288	7
520	255	591	425	8
248	450	447	714	9
660	2	758	47	10
344	526	436	719	1
394	175	454	351	6
527	154	583	288	7
520	255	591	425	8
248	450	447	714	9
660	2	758	47	10
