61	63	639	476	1
113	263	141	330	1
12	309	60	425	15
113	263	141	330	1
12	309	60	425	15
427	105	472	169	8
10	309	61	425	1
114	262	143	330	12
114	263	142	330	13
14	316	65	423	16
114	263	142	330	12
14	316	65	423	15
114	263	142	330	12
14	316	65	423	15
114	263	142	330	12
14	316	65	423	15
364	193	432	387	6
496	175	570	336	7
554	241	622	407	8
661	0	763	51	10
301	424	440	643	11
364	193	432	387	6
496	175	570	336	7
554	241	622	407	8
661	0	763	51	10
301	424	440	643	11
364	193	432	387	6
496	175	570	336	7
554	241	622	407	8
661	0	763	51	10
301	424	440	643	11
