158	54	639	458	7
73	69	639	476	1
128	272	155	337	1
133	289	166	371	5
128	272	155	337	1
133	289	166	371	5
431	119	473	175	8
135	288	167	369	14
128	273	155	341	13
97	293	130	363	14
33	327	74	418	16
128	273	155	341	12
97	293	128	362	13
33	327	74	418	15
128	273	155	341	12
97	293	128	362	13
33	327	74	418	15
128	273	155	341	12
97	293	128	362	13
33	327	74	418	15
369	511	469	719	1
399	174	458	347	6
533	150	592	296	7
495	257	571	433	8
237	460	429	714	9
662	2	759	45	10
369	511	469	719	1
399	174	458	347	6
533	150	592	296	7
495	257	571	433	8
237	460	429	714	9
662	2	759	45	10
369	511	469	719	1
399	174	458	347	6
533	150	592	296	7
495	257	571	433	8
237	460	429	714	9
662	2	759	45	10
