55	68	624	471	1
120	269	147	336	1
25	317	66	420	15
120	269	147	336	1
25	317	66	420	15
428	113	471	172	8
23	317	67	420	1
120	270	148	338	12
34	304	55	350	7
120	269	147	337	13
21	318	68	421	16
121	269	147	337	12
21	318	68	421	15
121	269	147	337	12
21	318	68	421	15
121	269	148	337	12
21	318	68	421	15
332	538	423	719	1
383	180	444	356	6
520	161	575	286	7
537	252	606	417	8
657	1	759	49	10
332	538	423	719	1
383	180	444	356	6
520	161	575	286	7
537	252	606	417	8
657	1	759	49	10
332	538	423	719	1
383	180	444	356	6
520	161	575	286	7
537	252	606	417	8
657	1	759	49	10
