286	215	587	474	1
33	351	152	479	2
81	65	639	476	1
87	71	636	477	1
77	71	632	479	1
241	388	274	470	1
210	402	244	479	11
659	272	698	352	14
241	388	274	471	1
210	402	244	479	11
659	272	698	352	14
155	342	187	410	1
210	402	244	479	12
242	388	273	471	14
659	272	698	352	15
661	273	698	352	9
242	388	274	470	13
209	404	242	477	14
156	338	189	412	16
661	273	698	352	8
241	388	274	471	12
210	404	242	477	13
156	338	189	412	15
661	273	698	352	8
242	388	274	470	12
210	404	242	477	13
156	338	189	412	15
661	273	698	352	8
242	388	274	470	12
210	404	242	477	13
156	338	189	412	15
645	221	723	411	1
568	57	616	202	6
695	42	752	177	7
225	416	331	618	8
645	222	722	410	1
568	57	616	203	4
695	43	752	178	6
227	417	331	619	7
89	31	639	478	1
645	221	723	411	1
568	57	616	202	6
695	42	752	177	7
225	416	331	618	8
645	221	722	411	1
568	57	616	202	6
695	42	752	177	7
225	416	331	618	8
