185	1	616	332	7
279	215	577	475	1
63	356	165	478	2
54	61	630	473	1
85	68	636	478	1
79	69	635	479	1
272	461	309	548	1
248	463	289	549	11
272	461	309	548	1
248	463	289	549	11
278	457	310	546	14
276	457	311	546	13
248	463	289	549	14
206	328	245	415	16
275	457	311	546	12
246	465	282	540	13
206	328	245	415	15
276	457	311	546	12
246	465	282	540	13
206	328	245	415	15
276	457	311	546	12
246	465	282	540	13
206	328	245	415	15
711	153	777	314	1
611	23	659	157	6
750	11	807	140	7
93	510	232	715	8
711	154	777	314	1
612	26	659	158	4
749	11	807	140	6
92	511	230	717	7
67	31	639	475	1
711	153	777	314	1
611	23	659	157	6
750	11	807	140	7
93	510	232	716	8
711	153	777	314	1
611	23	659	157	6
750	11	807	140	7
93	510	232	715	8
