15	354	134	478	2
67	66	639	478	1
54	67	626	478	1
170	327	198	393	5
141	329	174	406	11
170	327	198	393	5
141	329	174	406	11
141	329	174	406	12
173	326	198	392	14
87	310	111	365	7
172	326	198	392	13
141	329	174	407	14
79	337	111	407	16
84	306	115	380	6
172	326	198	392	12
141	329	174	406	13
79	336	113	410	15
84	306	115	380	6
172	326	198	392	12
141	329	174	406	13
79	336	113	410	15
84	306	115	380	6
173	326	198	392	12
141	329	173	406	13
79	336	113	410	15
489	370	583	597	1
467	123	521	281	6
600	102	658	251	7
426	309	497	485	8
91	569	253	716	9
489	370	583	597	1
467	123	521	281	6
600	102	658	251	7
426	309	497	485	8
91	569	253	716	9
489	370	583	597	1
467	123	521	281	6
600	102	658	251	7
426	309	497	485	8
91	569	253	715	9
