285	215	586	476	1
15	295	179	478	2
69	66	639	474	1
85	71	633	477	1
82	72	635	479	1
227	430	266	517	11
636	290	672	363	14
227	430	266	517	11
636	290	672	363	14
226	430	266	517	12
636	290	672	363	15
640	291	671	363	9
258	418	289	498	13
227	430	266	517	14
179	331	216	415	16
640	291	671	363	8
258	418	287	491	12
227	430	266	517	13
179	331	216	415	15
640	291	671	363	8
258	418	287	491	12
227	430	266	517	13
179	331	216	415	15
640	291	671	363	8
258	418	287	491	12
227	430	266	517	13
179	331	216	415	15
672	188	753	382	1
588	41	637	183	6
723	28	776	160	7
170	457	288	660	8
671	190	752	382	1
589	40	638	183	4
723	28	776	159	6
174	458	287	658	7
