280	216	581	476	1
22	352	140	478	2
83	65	639	476	1
92	72	639	479	1
80	67	638	479	1
232	375	264	455	1
201	382	243	476	11
675	262	710	333	14
149	340	176	415	15
232	375	264	455	1
201	382	243	476	11
675	262	710	333	14
149	340	176	415	15
136	342	167	414	1
233	374	264	455	14
675	262	710	333	15
676	262	710	334	9
233	374	265	455	13
202	387	240	473	14
144	343	174	412	16
676	262	710	334	8
233	374	265	455	12
202	389	239	472	13
144	343	174	412	15
676	262	710	334	8
233	375	265	455	12
202	389	238	472	13
144	343	174	412	15
676	262	710	334	8
233	374	265	455	12
202	389	239	472	13
144	343	174	412	15
624	243	700	432	1
552	67	599	210	6
685	49	742	191	7
259	397	364	609	8
625	243	700	431	1
552	66	599	212	4
685	50	742	190	6
263	397	363	603	7
