153	45	639	454	7
71	68	639	478	1
149	304	178	375	5
122	306	159	390	11
149	304	178	375	5
122	306	159	390	11
121	306	157	388	12
151	303	177	374	14
150	303	178	374	13
121	306	158	391	14
57	315	98	415	16
195	313	217	370	22
150	303	178	374	12
121	307	156	389	13
57	315	98	415	15
195	313	217	370	19
150	303	178	374	12
121	306	156	388	13
57	315	98	415	15
195	313	217	370	19
150	303	178	374	12
121	307	156	389	13
57	315	98	415	15
195	313	217	370	19
423	407	538	673	1
436	145	495	311	6
563	122	630	283	7
478	286	544	453	8
163	515	358	715	9
691	0	772	34	10
