12	357	129	478	2
69	65	639	479	1
44	66	618	479	1
178	330	210	410	1
178	332	207	392	5
178	330	210	410	1
178	332	207	392	5
180	332	206	399	14
87	304	128	403	7
179	332	206	399	13
152	339	187	420	14
97	346	130	416	16
87	304	128	403	6
179	332	206	399	12
150	338	182	415	13
97	346	130	416	15
87	304	128	403	6
179	332	206	399	12
150	338	182	415	13
97	346	130	416	15
87	304	128	403	6
179	332	206	399	12
97	346	130	416	15
517	354	601	557	1
481	119	530	263	6
615	98	671	240	7
402	320	474	495	8
72	595	214	718	9
