152	40	639	459	7
72	66	639	478	1
144	296	175	373	5
118	301	155	385	11
60	314	96	411	15
144	296	175	373	5
118	301	155	385	11
60	314	96	411	15
59	314	97	411	1
117	301	153	383	12
146	295	175	372	14
145	295	175	372	13
115	298	153	382	14
56	314	98	412	16
195	314	216	366	22
146	295	175	372	12
117	302	152	385	13
56	314	98	412	15
195	314	216	366	19
146	295	175	372	12
117	302	152	384	13
56	314	98	412	15
195	314	216	366	19
146	295	175	372	12
117	302	153	385	13
56	314	98	412	15
195	314	216	366	19
424	435	527	675	1
430	147	488	313	6
559	125	626	286	7
485	282	552	452	8
175	507	370	713	9
687	0	772	35	10
