62	64	639	477	1
153	310	182	379	5
126	315	163	398	11
65	316	99	414	15
153	310	182	379	5
126	315	163	398	11
65	316	99	414	15
63	317	100	414	1
126	315	163	398	12
156	309	182	378	14
154	307	182	377	13
124	314	161	398	14
60	317	100	416	16
197	311	223	377	22
93	295	125	371	6
155	308	182	378	12
124	314	161	398	13
60	317	100	416	15
197	311	223	377	19
93	295	125	371	6
155	308	182	378	12
124	314	161	397	13
60	317	100	416	15
197	311	223	377	19
93	295	125	371	6
155	308	182	378	12
125	314	161	398	13
60	317	100	416	15
197	311	223	377	19
436	412	548	670	1
444	139	503	304	6
566	119	633	281	7
471	293	535	450	8
152	525	341	713	9
