274	216	572	475	1
27	353	141	476	2
55	70	620	475	1
86	68	638	479	1
83	69	637	479	1
219	360	250	437	1
184	367	223	455	11
684	256	719	327	14
129	344	154	415	15
219	360	250	437	1
184	367	223	455	11
684	256	719	327	14
129	344	154	415	15
124	344	153	415	1
184	368	221	454	12
220	360	250	437	14
684	256	719	327	15
684	256	719	328	9
220	360	250	437	13
183	370	219	453	14
125	343	155	413	16
684	256	719	328	8
220	360	250	437	12
183	370	219	453	13
125	343	155	413	15
684	256	719	328	8
220	360	250	437	12
183	370	219	453	13
125	343	155	413	15
684	256	719	328	8
220	360	250	437	12
183	370	219	453	13
125	343	155	413	15
588	275	673	482	1
530	79	582	235	6
661	63	717	207	7
311	370	394	551	8
589	274	673	476	1
529	79	582	235	4
663	62	718	206	6
313	370	394	550	7
