272	215	575	476	1
79	352	179	479	2
48	63	623	474	1
85	69	635	478	1
81	69	636	479	1
278	466	320	553	1
255	478	293	555	11
278	466	320	553	1
255	478	293	555	11
255	478	293	555	12
285	466	316	553	14
283	466	317	552	13
255	478	293	555	14
213	341	244	414	16
282	466	318	552	12
255	478	293	555	13
213	341	244	414	15
283	466	317	552	12
255	478	293	555	13
213	341	244	414	15
283	466	317	552	12
255	478	293	555	13
213	341	244	414	15
720	140	791	311	1
622	16	670	152	6
757	6	813	132	7
80	534	210	714	8
720	140	791	311	1
622	18	670	152	4
757	5	814	130	6
80	533	208	715	7
