20	356	134	477	2
70	60	639	479	1
53	66	621	479	1
189	338	220	414	1
157	347	189	423	11
189	338	220	414	1
157	347	189	423	11
157	347	190	423	12
189	338	220	414	14
95	308	147	421	7
186	338	219	416	13
159	347	193	427	14
102	344	131	411	16
95	308	147	421	6
187	338	219	415	12
157	346	189	423	13
102	344	131	411	15
95	308	147	421	6
188	338	219	415	12
157	346	189	423	13
102	344	131	411	15
95	308	147	421	6
188	338	219	415	12
157	346	189	423	13
102	344	131	411	15
538	336	625	549	1
496	104	548	261	6
624	86	683	232	7
383	330	461	511	8
44	619	163	719	9
