287	216	588	476	1
22	325	162	478	2
75	66	639	475	1
82	69	634	477	1
83	70	638	479	1
254	410	286	489	1
223	425	263	511	11
640	286	677	361	14
254	410	286	489	1
223	425	263	511	11
640	286	677	361	14
223	425	263	511	12
256	410	285	488	14
640	286	677	361	15
644	287	677	362	9
255	410	286	489	13
223	425	263	511	14
174	333	211	415	16
644	287	677	362	8
254	410	285	487	12
223	425	263	511	13
174	333	211	415	15
644	287	677	362	8
255	410	285	487	12
223	425	263	511	13
174	333	211	415	15
644	287	677	362	8
255	410	285	487	12
223	425	263	511	13
174	333	211	415	15
666	195	748	390	1
583	43	633	189	6
717	29	771	165	7
179	451	301	662	8
665	195	747	390	1
584	44	634	190	4
718	29	772	165	6
183	451	300	659	7
