49	64	627	476	1
161	322	191	391	5
130	320	167	402	11
70	318	103	414	15
161	322	191	391	5
130	320	167	402	11
70	318	103	414	15
68	318	104	414	1
130	320	167	402	12
165	318	192	386	14
159	311	187	383	13
129	318	166	401	14
64	317	104	414	16
196	312	223	379	22
95	296	127	372	6
163	314	190	385	12
129	318	165	401	13
64	317	104	414	15
196	312	223	379	19
95	296	127	372	6
163	314	190	385	12
129	318	165	401	13
64	317	104	414	15
196	312	223	379	19
95	296	127	372	6
163	314	190	385	12
129	318	165	401	13
64	317	104	414	15
196	312	223	379	19
457	411	565	663	1
451	136	507	294	6
572	116	636	272	7
465	299	528	454	8
132	533	318	713	9
