283	214	585	477	1
42	352	158	478	2
53	60	631	474	1
86	69	633	476	1
82	71	635	478	1
264	433	295	509	1
233	442	270	523	11
264	433	295	509	1
233	442	270	523	11
232	442	270	523	12
267	431	295	508	14
629	299	659	369	9
266	431	295	509	13
233	442	270	523	14
187	335	221	413	16
629	299	659	369	8
265	431	296	509	12
233	442	270	523	13
187	335	221	413	15
629	299	659	369	8
266	431	295	509	12
233	442	270	523	13
187	335	221	413	15
629	299	659	369	8
266	431	295	509	12
233	442	270	523	13
187	335	221	413	15
683	172	759	357	1
594	34	643	178	6
735	23	787	150	7
140	476	271	693	8
683	175	758	359	1
595	35	645	179	4
734	23	787	150	6
142	477	269	692	7
