277	216	579	476	1
24	352	142	478	2
81	68	639	478	1
88	69	639	479	1
81	67	639	479	1
227	369	259	448	1
676	260	713	333	14
227	369	259	448	1
676	260	713	333	14
228	369	258	448	14
676	260	713	333	15
677	260	714	333	9
228	369	259	448	13
194	386	230	465	14
142	344	172	413	16
677	260	714	333	8
228	369	259	448	12
194	387	229	465	13
142	344	172	413	15
677	260	714	333	8
228	369	259	448	12
194	387	229	465	13
142	344	172	413	15
677	260	714	333	8
228	369	259	448	12
194	387	229	465	13
142	344	172	413	15
614	246	691	439	1
545	70	593	216	6
683	53	737	191	7
263	389	364	597	8
614	245	691	438	1
544	68	592	216	4
683	54	737	191	6
269	389	364	591	7
