269	215	573	473	1
84	351	182	478	2
51	64	620	472	1
89	71	634	477	1
82	66	638	478	1
282	472	324	553	1
256	483	293	557	11
282	472	324	553	1
256	483	293	557	11
256	483	293	557	12
288	474	320	552	13
256	483	293	557	14
217	336	250	414	16
287	474	320	552	12
256	483	293	557	13
217	336	250	414	15
288	474	320	552	12
256	483	293	557	13
217	336	250	414	15
288	474	320	552	12
256	483	293	557	13
217	336	250	414	15
724	132	796	304	1
623	8	675	151	6
761	2	819	131	7
80	544	204	713	8
724	132	796	304	1
623	11	674	149	4
761	3	819	130	6
78	544	201	714	7
